age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,hours-per-week,annual-salary
40-50,Private,250000-300000,HS-grad,9-10,Married-civ-spouse,Transport-moving,Husband,White,Male,>60,>50K
60-70,Self-emp-not-inc,<100000,Masters,>12,Married-civ-spouse,Prof-specialty,Husband,White,Male,20-30,<=50K
<20,Private,150000-200000,11th,<9,Never-married,Handlers-cleaners,Own-child,White,Male,20-30,<=50K
30-40,Private,250000-300000,HS-grad,9-10,Married-civ-spouse,Adm-clerical,Husband,White,Male,40-50,>50K
40-50,Private,100000-150000,HS-grad,9-10,Married-civ-spouse,Sales,Husband,White,Male,40-50,<=50K
60-70,Self-emp-not-inc,>300000,Bachelors,>12,Married-civ-spouse,Farming-fishing,Husband,White,Male,30-40,<=50K
<20,Private,150000-200000,HS-grad,9-10,Never-married,Other-service,Unmarried,Black,Male,40-50,<=50K
50-60,Self-emp-not-inc,150000-200000,HS-grad,9-10,Widowed,Exec-managerial,Not-in-family,White,Female,>60,>50K
20-30,Private,150000-200000,Bachelors,>12,Married-civ-spouse,Adm-clerical,Husband,White,Male,40-50,<=50K
30-40,Private,200000-250000,Assoc-acdm,>12,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,>60,>50K
30-40,Private,150000-200000,Assoc-voc,11-12,Widowed,Exec-managerial,Unmarried,White,Female,40-50,>50K
60-70,Private,150000-200000,Some-college,10-11,Married-civ-spouse,Sales,Husband,White,Male,<20,<=50K
40-50,Federal-gov,150000-200000,HS-grad,9-10,Divorced,Farming-fishing,Other-relative,White,Male,40-50,<=50K
30-40,Federal-gov,100000-150000,Some-college,10-11,Married-civ-spouse,Exec-managerial,Husband,White,Male,40-50,<=50K
20-30,Private,100000-150000,HS-grad,9-10,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,40-50,<=50K
30-40,Private,250000-300000,Some-college,10-11,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,40-50,<=50K
30-40,Private,100000-150000,Assoc-voc,11-12,Separated,Tech-support,Own-child,White,Female,40-50,<=50K
50-60,Self-emp-inc,100000-150000,Bachelors,>12,Married-civ-spouse,Sales,Husband,White,Male,40-50,>50K
60-70,Private,150000-200000,HS-grad,9-10,Never-married,Protective-serv,Not-in-family,White,Male,40-50,<=50K
50-60,Private,200000-250000,HS-grad,9-10,Married-civ-spouse,Transport-moving,Husband,Black,Male,40-50,>50K
40-50,Private,<100000,Some-college,10-11,Married-civ-spouse,Craft-repair,Husband,White,Male,>60,<=50K
40-50,Private,>300000,Masters,>12,Never-married,Prof-specialty,Not-in-family,White,Female,50-60,<=50K
30-40,State-gov,200000-250000,Bachelors,>12,Married-civ-spouse,Prof-specialty,Husband,White,Male,40-50,>50K
20-30,Private,250000-300000,HS-grad,9-10,Never-married,Craft-repair,Unmarried,White,Male,40-50,<=50K
30-40,Private,200000-250000,Some-college,10-11,Separated,Sales,Not-in-family,White,Male,50-60,<=50K
30-40,Private,250000-300000,HS-grad,9-10,Married-civ-spouse,Transport-moving,Husband,White,Male,50-60,>50K
30-40,Self-emp-not-inc,>300000,HS-grad,9-10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40-50,>50K
40-50,Private,100000-150000,Some-college,10-11,Married-civ-spouse,Tech-support,Husband,Black,Male,40-50,<=50K
40-50,Private,<100000,Bachelors,>12,Married-civ-spouse,Exec-managerial,Husband,White,Male,40-50,>50K
20-30,Private,>300000,Bachelors,>12,Never-married,Adm-clerical,Not-in-family,Black,Female,40-50,<=50K
40-50,Private,>300000,5th-6th,<9,Married-civ-spouse,Craft-repair,Husband,White,Male,50-60,<=50K
50-60,Self-emp-not-inc,<100000,HS-grad,9-10,Divorced,Exec-managerial,Not-in-family,White,Male,50-60,>50K
30-40,Private,150000-200000,Assoc-voc,11-12,Married-civ-spouse,Prof-specialty,Wife,White,Female,30-40,>50K
20-30,Private,150000-200000,Assoc-acdm,>12,Divorced,Exec-managerial,Not-in-family,White,Female,40-50,<=50K
<20,Private,100000-150000,HS-grad,9-10,Never-married,Adm-clerical,Own-child,White,Female,<20,<=50K
50-60,Private,>300000,Assoc-acdm,>12,Married-civ-spouse,Sales,Husband,White,Male,40-50,>50K
20-30,Private,100000-150000,Some-college,10-11,Never-married,Farming-fishing,Not-in-family,White,Female,40-50,<=50K
20-30,Private,<100000,Some-college,10-11,Never-married,Adm-clerical,Unmarried,Black,Female,40-50,<=50K
30-40,Private,150000-200000,HS-grad,9-10,Never-married,Exec-managerial,Unmarried,Black,Female,40-50,<=50K
40-50,Private,200000-250000,HS-grad,9-10,Divorced,Adm-clerical,Not-in-family,Black,Female,30-40,<=50K
20-30,Self-emp-inc,150000-200000,Bachelors,>12,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,>60,>50K
30-40,State-gov,<100000,Bachelors,>12,Married-civ-spouse,Prof-specialty,Husband,White,Male,40-50,>50K
30-40,Private,>300000,9th,<9,Married-civ-spouse,Craft-repair,Husband,White,Male,40-50,>50K
20-30,Local-gov,<100000,HS-grad,9-10,Never-married,Craft-repair,Own-child,Black,Male,40-50,<=50K
20-30,Private,>300000,Bachelors,>12,Never-married,Exec-managerial,Not-in-family,White,Male,>60,<=50K
40-50,Private,150000-200000,Bachelors,>12,Divorced,Prof-specialty,Not-in-family,White,Male,30-40,>50K
30-40,Local-gov,200000-250000,HS-grad,9-10,Married-civ-spouse,Protective-serv,Husband,White,Male,40-50,>50K
30-40,Private,150000-200000,Some-college,10-11,Divorced,Sales,Not-in-family,White,Male,40-50,<=50K
30-40,Private,200000-250000,HS-grad,9-10,Married-civ-spouse,Other-service,Husband,White,Male,40-50,<=50K
>70,Private,200000-250000,10th,<9,Widowed,Adm-clerical,Other-relative,White,Male,20-30,<=50K
30-40,Private,100000-150000,HS-grad,9-10,Divorced,Machine-op-inspct,Not-in-family,White,Female,40-50,<=50K
20-30,?,200000-250000,Some-college,10-11,Never-married,?,Not-in-family,White,Female,30-40,<=50K
20-30,?,<100000,Some-college,10-11,Never-married,?,Own-child,White,Male,40-50,<=50K
40-50,Private,>300000,HS-grad,9-10,Never-married,Craft-repair,Other-relative,White,Male,40-50,<=50K
40-50,Federal-gov,150000-200000,Bachelors,>12,Married-civ-spouse,Prof-specialty,Husband,White,Male,>60,>50K
20-30,Private,>300000,Bachelors,>12,Never-married,Prof-specialty,Not-in-family,White,Female,<20,<=50K
40-50,Private,100000-150000,HS-grad,9-10,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,40-50,<=50K
30-40,Self-emp-not-inc,200000-250000,Assoc-acdm,>12,Married-civ-spouse,Prof-specialty,Husband,White,Male,40-50,<=50K
20-30,Private,200000-250000,Assoc-acdm,>12,Never-married,Craft-repair,Not-in-family,White,Male,30-40,<=50K
40-50,?,<100000,10th,<9,Divorced,?,Not-in-family,White,Male,40-50,<=50K
20-30,Self-emp-not-inc,250000-300000,HS-grad,9-10,Never-married,Craft-repair,Unmarried,White,Male,40-50,<=50K
30-40,Private,250000-300000,Some-college,10-11,Never-married,Other-service,Unmarried,Black,Female,40-50,<=50K
50-60,Private,250000-300000,HS-grad,9-10,Married-civ-spouse,Adm-clerical,Wife,White,Female,30-40,>50K
60-70,Private,<100000,Some-college,10-11,Married-civ-spouse,Exec-managerial,Husband,White,Male,50-60,>50K
30-40,Private,250000-300000,Some-college,10-11,Divorced,Tech-support,Own-child,Black,Female,40-50,<=50K
30-40,Private,250000-300000,Some-college,10-11,Never-married,Sales,Own-child,White,Female,40-50,<=50K
50-60,Self-emp-not-inc,150000-200000,7th-8th,<9,Married-civ-spouse,Transport-moving,Husband,White,Male,40-50,<=50K
20-30,Private,100000-150000,Bachelors,>12,Never-married,Tech-support,Not-in-family,White,Male,<20,<=50K
30-40,Private,<100000,Bachelors,>12,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40-50,>50K
30-40,Private,100000-150000,Some-college,10-11,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Female,40-50,<=50K
60-70,Self-emp-not-inc,200000-250000,5th-6th,<9,Married-civ-spouse,Transport-moving,Husband,White,Male,50-60,<=50K
30-40,Private,150000-200000,Some-college,10-11,Married-civ-spouse,Farming-fishing,Husband,White,Male,50-60,<=50K
20-30,Private,200000-250000,HS-grad,9-10,Never-married,Handlers-cleaners,Not-in-family,White,Male,40-50,<=50K
40-50,Self-emp-inc,100000-150000,HS-grad,9-10,Married-civ-spouse,Sales,Husband,White,Male,50-60,<=50K
<20,?,100000-150000,9th,<9,Never-married,?,Own-child,Black,Male,20-30,<=50K
20-30,Private,200000-250000,1st-4th,<9,Married-spouse-absent,Priv-house-serv,Not-in-family,White,Female,40-50,<=50K
40-50,Private,<100000,Bachelors,>12,Divorced,Other-service,Not-in-family,White,Female,>60,<=50K
50-60,Private,>300000,Some-college,10-11,Married-civ-spouse,Sales,Husband,White,Male,40-50,>50K
40-50,Private,100000-150000,Bachelors,>12,Married-civ-spouse,Adm-clerical,Wife,White,Female,50-60,>50K
30-40,Private,>300000,Bachelors,>12,Married-civ-spouse,Prof-specialty,Husband,White,Male,40-50,>50K
20-30,Private,150000-200000,Bachelors,>12,Never-married,Other-service,Own-child,White,Male,<20,<=50K
50-60,Private,150000-200000,12th,<9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40-50,>50K
>70,?,100000-150000,Assoc-acdm,>12,Married-civ-spouse,?,Husband,White,Male,<20,>50K
50-60,Local-gov,200000-250000,Masters,>12,Married-civ-spouse,Exec-managerial,Husband,White,Male,50-60,>50K
<20,Private,<100000,HS-grad,9-10,Never-married,Sales,Own-child,White,Female,20-30,<=50K
40-50,Private,<100000,12th,<9,Divorced,Craft-repair,Not-in-family,White,Male,40-50,<=50K
50-60,Private,>300000,HS-grad,9-10,Never-married,Other-service,Own-child,Black,Female,40-50,<=50K
<20,Private,100000-150000,11th,<9,Never-married,Sales,Own-child,White,Female,<20,<=50K
20-30,Private,200000-250000,HS-grad,9-10,Never-married,Sales,Not-in-family,White,Male,>60,<=50K
50-60,Private,200000-250000,Assoc-voc,11-12,Never-married,Adm-clerical,Other-relative,Black,Female,40-50,<=50K
20-30,Private,250000-300000,10th,<9,Never-married,Handlers-cleaners,Own-child,Black,Male,40-50,<=50K
20-30,Local-gov,150000-200000,Masters,>12,Married-civ-spouse,Prof-specialty,Husband,White,Male,30-40,<=50K
20-30,Private,150000-200000,Assoc-voc,11-12,Never-married,Adm-clerical,Own-child,White,Female,40-50,<=50K
30-40,Private,150000-200000,HS-grad,9-10,Never-married,Transport-moving,Not-in-family,White,Male,>60,<=50K
20-30,Private,150000-200000,Assoc-voc,11-12,Never-married,Handlers-cleaners,Not-in-family,White,Male,40-50,<=50K
20-30,Private,100000-150000,HS-grad,9-10,Never-married,Craft-repair,Unmarried,White,Male,40-50,<=50K
40-50,Federal-gov,<100000,Bachelors,>12,Divorced,Tech-support,Unmarried,White,Female,50-60,<=50K
20-30,Private,>300000,Assoc-acdm,>12,Divorced,Tech-support,Not-in-family,White,Female,40-50,<=50K
50-60,Private,150000-200000,Doctorate,>12,Married-civ-spouse,Prof-specialty,Husband,White,Male,>60,>50K
60-70,Private,100000-150000,5th-6th,<9,Separated,Handlers-cleaners,Not-in-family,Black,Male,40-50,<=50K
20-30,Private,250000-300000,Bachelors,>12,Married-civ-spouse,Adm-clerical,Husband,White,Male,50-60,>50K
50-60,Private,<100000,7th-8th,<9,Never-married,Machine-op-inspct,Not-in-family,White,Male,50-60,<=50K
60-70,Private,100000-150000,Some-college,10-11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40-50,>50K
50-60,Private,150000-200000,Some-college,10-11,Divorced,Sales,Not-in-family,White,Female,40-50,<=50K
30-40,Private,100000-150000,HS-grad,9-10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40-50,>50K
30-40,Private,<100000,Bachelors,>12,Never-married,Prof-specialty,Not-in-family,White,Male,50-60,>50K
40-50,Private,<100000,Masters,>12,Never-married,Prof-specialty,Not-in-family,White,Male,>60,>50K
50-60,Private,100000-150000,HS-grad,9-10,Divorced,Craft-repair,Not-in-family,White,Female,20-30,<=50K
20-30,Private,100000-150000,11th,<9,Never-married,Other-service,Not-in-family,White,Male,40-50,<=50K
30-40,Private,100000-150000,Bachelors,>12,Married-spouse-absent,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,40-50,<=50K
50-60,Local-gov,200000-250000,Assoc-acdm,>12,Never-married,Adm-clerical,Not-in-family,White,Male,30-40,<=50K
60-70,Private,200000-250000,Bachelors,>12,Never-married,Prof-specialty,Own-child,White,Male,40-50,<=50K
20-30,Private,150000-200000,Some-college,10-11,Separated,Other-service,Unmarried,Black,Female,40-50,<=50K
40-50,Self-emp-not-inc,150000-200000,HS-grad,9-10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40-50,<=50K
>70,Private,<100000,Some-college,10-11,Widowed,Sales,Not-in-family,White,Female,20-30,<=50K
20-30,Private,150000-200000,HS-grad,9-10,Never-married,Farming-fishing,Own-child,White,Male,40-50,<=50K
20-30,Private,200000-250000,Some-college,10-11,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,40-50,<=50K
30-40,Private,150000-200000,HS-grad,9-10,Married-civ-spouse,Sales,Husband,White,Male,40-50,<=50K
20-30,Private,>300000,HS-grad,9-10,Married-civ-spouse,Other-service,Wife,White,Female,50-60,<=50K
60-70,Local-gov,200000-250000,Some-college,10-11,Divorced,Protective-serv,Not-in-family,White,Female,30-40,<=50K
50-60,Private,150000-200000,Masters,>12,Married-civ-spouse,Sales,Husband,White,Male,>60,<=50K
50-60,?,100000-150000,1st-4th,<9,Married-civ-spouse,?,Husband,White,Male,40-50,<=50K
40-50,Self-emp-inc,100000-150000,Bachelors,>12,Married-civ-spouse,Sales,Husband,White,Male,40-50,>50K
60-70,Private,250000-300000,Some-college,10-11,Married-civ-spouse,Craft-repair,Husband,White,Male,40-50,<=50K
30-40,Private,>300000,Prof-school,>12,Married-civ-spouse,Prof-specialty,Husband,White,Male,>60,>50K
20-30,?,100000-150000,Some-college,10-11,Never-married,?,Own-child,White,Male,40-50,<=50K
40-50,Self-emp-inc,200000-250000,Some-college,10-11,Married-civ-spouse,Exec-managerial,Husband,White,Male,50-60,>50K
60-70,Private,200000-250000,HS-grad,9-10,Widowed,Sales,Not-in-family,White,Female,40-50,<=50K
40-50,Private,200000-250000,Assoc-voc,11-12,Married-civ-spouse,Prof-specialty,Wife,White,Female,30-40,>50K
40-50,Private,100000-150000,Some-college,10-11,Divorced,Handlers-cleaners,Own-child,White,Male,40-50,<=50K
50-60,Private,250000-300000,Some-college,10-11,Married-civ-spouse,Prof-specialty,Husband,White,Male,40-50,>50K
<20,Private,200000-250000,11th,<9,Never-married,Sales,Own-child,White,Male,30-40,<=50K
60-70,Private,150000-200000,HS-grad,9-10,Married-civ-spouse,Prof-specialty,Husband,White,Male,40-50,>50K
20-30,Private,<100000,HS-grad,9-10,Never-married,Tech-support,Unmarried,White,Female,40-50,<=50K
60-70,Private,<100000,Doctorate,>12,Married-civ-spouse,Exec-managerial,Husband,White,Male,40-50,>50K
30-40,Self-emp-inc,<100000,Masters,>12,Married-civ-spouse,Exec-managerial,Husband,White,Male,40-50,>50K
50-60,Private,200000-250000,HS-grad,9-10,Divorced,Sales,Not-in-family,White,Female,50-60,<=50K
50-60,Private,200000-250000,HS-grad,9-10,Widowed,Other-service,Unmarried,Asian-Pac-Islander,Female,40-50,<=50K
20-30,Private,100000-150000,Some-college,10-11,Married-civ-spouse,Transport-moving,Husband,White,Male,40-50,<=50K
50-60,Local-gov,200000-250000,HS-grad,9-10,Separated,Transport-moving,Not-in-family,White,Male,40-50,<=50K
20-30,Private,<100000,Some-college,10-11,Never-married,Adm-clerical,Other-relative,Black,Male,40-50,<=50K
20-30,Self-emp-not-inc,100000-150000,HS-grad,9-10,Divorced,Machine-op-inspct,Not-in-family,White,Male,50-60,<=50K
30-40,?,<100000,Assoc-acdm,>12,Married-civ-spouse,?,Husband,White,Male,30-40,<=50K
50-60,?,150000-200000,HS-grad,9-10,Divorced,?,Other-relative,White,Male,40-50,<=50K
40-50,Private,100000-150000,Bachelors,>12,Married-civ-spouse,Prof-specialty,Husband,White,Male,50-60,<=50K
20-30,Private,>300000,HS-grad,9-10,Married-civ-spouse,Craft-repair,Husband,White,Male,40-50,<=50K
20-30,Private,100000-150000,Assoc-acdm,>12,Never-married,Sales,Own-child,White,Female,30-40,<=50K
40-50,Private,>300000,Bachelors,>12,Married-civ-spouse,Prof-specialty,Husband,White,Male,50-60,>50K
20-30,State-gov,200000-250000,Bachelors,>12,Married-civ-spouse,Other-service,Wife,White,Female,40-50,<=50K
<20,Private,>300000,12th,<9,Never-married,Sales,Own-child,White,Female,20-30,<=50K
30-40,Private,200000-250000,HS-grad,9-10,Never-married,Machine-op-inspct,Other-relative,White,Male,40-50,<=50K
30-40,Private,100000-150000,12th,<9,Married-civ-spouse,Craft-repair,Husband,White,Male,40-50,<=50K
40-50,State-gov,>300000,Some-college,10-11,Never-married,Farming-fishing,Not-in-family,Black,Male,40-50,<=50K
20-30,Private,100000-150000,Some-college,10-11,Never-married,Craft-repair,Unmarried,White,Male,40-50,<=50K
30-40,Private,200000-250000,Assoc-voc,11-12,Married-civ-spouse,Sales,Husband,White,Male,40-50,<=50K
20-30,State-gov,150000-200000,Some-college,10-11,Never-married,Other-service,Own-child,White,Female,<20,<=50K
40-50,Self-emp-not-inc,150000-200000,Bachelors,>12,Never-married,Farming-fishing,Not-in-family,White,Female,40-50,<=50K
<20,Private,>300000,HS-grad,9-10,Never-married,Sales,Not-in-family,Black,Female,30-40,<=50K
20-30,Self-emp-not-inc,100000-150000,Bachelors,>12,Married-civ-spouse,Exec-managerial,Husband,White,Male,40-50,>50K
40-50,Self-emp-not-inc,200000-250000,Bachelors,>12,Married-civ-spouse,Farming-fishing,Husband,White,Male,50-60,<=50K
<20,?,<100000,11th,<9,Never-married,?,Own-child,White,Female,40-50,<=50K
30-40,Private,>300000,HS-grad,9-10,Married-civ-spouse,Prof-specialty,Husband,White,Male,>60,<=50K
20-30,Private,150000-200000,HS-grad,9-10,Never-married,Machine-op-inspct,Own-child,White,Male,40-50,<=50K
30-40,State-gov,<100000,HS-grad,9-10,Divorced,Prof-specialty,Unmarried,White,Female,40-50,<=50K
20-30,Private,250000-300000,Bachelors,>12,Never-married,Sales,Not-in-family,White,Male,40-50,>50K
20-30,?,<100000,Some-college,10-11,Never-married,?,Own-child,White,Female,40-50,<=50K
40-50,?,>300000,Assoc-voc,11-12,Married-civ-spouse,?,Wife,White,Female,20-30,<=50K
20-30,Local-gov,250000-300000,Some-college,10-11,Never-married,Prof-specialty,Own-child,White,Female,20-30,<=50K
20-30,Private,>300000,Bachelors,>12,Never-married,Exec-managerial,Own-child,White,Male,40-50,<=50K
20-30,Private,200000-250000,HS-grad,9-10,Never-married,Other-service,Own-child,White,Female,40-50,<=50K
50-60,Private,150000-200000,Assoc-acdm,>12,Married-civ-spouse,Transport-moving,Husband,White,Male,30-40,>50K
50-60,Private,100000-150000,HS-grad,9-10,Married-civ-spouse,Craft-repair,Husband,White,Male,50-60,>50K
40-50,Private,100000-150000,Assoc-acdm,>12,Separated,Sales,Unmarried,White,Male,30-40,<=50K
40-50,Private,150000-200000,Some-college,10-11,Divorced,Exec-managerial,Not-in-family,White,Male,50-60,>50K
30-40,Private,150000-200000,Bachelors,>12,Married-civ-spouse,Sales,Husband,White,Male,40-50,>50K
20-30,Private,100000-150000,Bachelors,>12,Married-civ-spouse,Adm-clerical,Wife,White,Female,40-50,<=50K
40-50,Private,<100000,HS-grad,9-10,Married-civ-spouse,Sales,Wife,White,Female,20-30,<=50K
50-60,Local-gov,100000-150000,Masters,>12,Married-civ-spouse,Exec-managerial,Husband,White,Male,40-50,>50K
30-40,Private,>300000,Masters,>12,Married-civ-spouse,Exec-managerial,Husband,White,Male,>60,>50K
20-30,Private,200000-250000,5th-6th,<9,Divorced,Other-service,Unmarried,Other,Female,20-30,<=50K
60-70,Local-gov,150000-200000,HS-grad,9-10,Widowed,Tech-support,Not-in-family,White,Female,40-50,<=50K
20-30,?,250000-300000,Some-college,10-11,Never-married,?,Own-child,White,Female,<20,<=50K
40-50,Private,150000-200000,HS-grad,9-10,Separated,Craft-repair,Not-in-family,White,Male,40-50,>50K
20-30,Private,200000-250000,HS-grad,9-10,Never-married,Other-service,Own-child,White,Male,40-50,<=50K
30-40,Private,>300000,Assoc-acdm,>12,Married-civ-spouse,Other-service,Wife,White,Female,<20,>50K
30-40,Private,200000-250000,Some-college,10-11,Married-civ-spouse,Sales,Husband,White,Male,40-50,>50K
40-50,State-gov,<100000,Doctorate,>12,Divorced,Prof-specialty,Not-in-family,White,Female,40-50,<=50K
30-40,Self-emp-not-inc,<100000,11th,<9,Never-married,Craft-repair,Not-in-family,White,Male,40-50,<=50K
30-40,Private,150000-200000,Bachelors,>12,Never-married,Other-service,Not-in-family,White,Male,20-30,<=50K
